"timestamp","rate"
915148800000,3.245
916099200000,3.19
916876800000,3.056
917827200000,3.078
918604800000,3.109
919382400000,3.077
920332800000,3.115
921110400000,3.074
922060800000,3.02
922838400000,2.971
923616000000,2.66
924566400000,2.61
925344000000,2.585
926294400000,2.582
927072000000,2.583
927849600000,2.578
928800000000,2.6
929577600000,2.632
930528000000,2.664
931305600000,2.663
932083200000,2.693
933033600000,2.685
933811200000,2.701
934761600000,2.704
935539200000,2.686
936316800000,2.696
937267200000,2.69
938044800000,2.698
938995200000,3.225
939772800000,3.358
940550400000,3.457
941500800000,3.528
942278400000,3.462
943228800000,3.453
944006400000,3.45
944784000000,3.457
945734400000,3.466
946512000000,3.339
947548800000,3.315
948326400000,3.31
949276800000,3.492
950054400000,3.492
950832000000,3.531
951782400000,3.634
952560000000,3.714
953510400000,3.769
954288000000,3.821
955065600000,3.861
956016000000,3.937
957225600000,4.104
958003200000,4.288
958953600000,4.481
959731200000,4.453
960508800000,4.552
961459200000,4.486
962236800000,4.548
963187200000,4.537
963964800000,4.625
964742400000,4.638
965692800000,4.637
966470400000,4.841
967420800000,4.919
968198400000,4.833
968976000000,4.809
969926400000,4.884
970704000000,4.981
971654400000,5.009
972432000000,5.103
973209600000,5.125
974160000000,5.094
974937600000,5.07
975888000000,5.012
976665600000,4.966
977443200000,4.879
978480000000,4.806
979257600000,4.8
980208000000,4.756
980985600000,4.714
981936000000,4.734
982713600000,4.789
983491200000,4.761
984441600000,4.783
985219200000,4.649
986169600000,4.571
986947200000,4.583
988070400000,4.773
988934400000,4.814
989884800000,4.572
990662400000,4.559
991612800000,4.496
992390400000,4.47
993168000000,4.433
994118400000,4.416
994896000000,4.487
995846400000,4.474
996624000000,4.429
997401600000,4.382
998352000000,4.325
999129600000,4.276
1000080000000,4.242
1000857600000,3.76
1001635200000,3.656
1002585600000,3.582
1003363200000,3.633
1004313600000,3.576
1005091200000,3.371
1005868800000,3.383
1006819200000,3.377
1007596800000,3.364
1008547200000,3.349
1009497600000,3.294
1010620800000,3.338
1011571200000,3.346
1012348800000,3.362
1013126400000,3.353
1014076800000,3.352
1014854400000,3.366
1015804800000,3.374
1016582400000,3.382
1017705600000,3.446
1018483200000,3.414
