"timestamp","rate"
915148800000,3.213
916099200000,3.122
916876800000,2.99
917827200000,2.998
918604800000,3.039
919382400000,3.03
920332800000,3.148
921110400000,3.072
922060800000,3.009
922838400000,2.967
923616000000,2.719
924566400000,2.7
925344000000,2.678
926294400000,2.691
927072000000,2.688
927849600000,2.685
928800000000,2.784
929577600000,2.834
930528000000,2.928
931305600000,2.976
932083200000,3.069
933033600000,3.093
933811200000,3.229
934761600000,3.27
935539200000,3.188
936316800000,3.288
937267200000,3.321
938044800000,3.319
938995200000,3.541
939772800000,3.682
940550400000,3.77
941500800000,3.773
942278400000,3.619
943228800000,3.703
944006400000,3.763
944784000000,3.773
945734400000,3.895
946512000000,3.876
947548800000,3.913
948326400000,3.93
949276800000,4.068
950054400000,4.073
950832000000,4.157
951782400000,4.156
952560000000,4.272
953510400000,4.27
954288000000,4.308
955065600000,4.295
956016000000,4.358
957225600000,4.573
958003200000,4.725
958953600000,5.001
959731200000,4.985
960508800000,5.038
961459200000,4.925
962236800000,5.045
963187200000,5.026
963964800000,5.198
964742400000,5.174
965692800000,5.126
966470400000,5.306
967420800000,5.341
968198400000,5.272
968976000000,5.202
969926400000,5.189
970704000000,5.172
971654400000,5.194
972432000000,5.288
973209600000,5.251
974160000000,5.188
974937600000,5.167
975888000000,5.042
976665600000,4.942
977443200000,4.765
978480000000,4.619
979257600000,4.598
980208000000,4.543
980985600000,4.505
981936000000,4.564
982713600000,4.644
983491200000,4.563
984441600000,4.553
985219200000,4.348
986169600000,4.314
986947200000,4.337
988070400000,4.642
988934400000,4.687
989884800000,4.433
990662400000,4.485
991612800000,4.359
992390400000,4.385
993168000000,4.262
994118400000,4.284
994896000000,4.337
995846400000,4.294
996624000000,4.215
997401600000,4.123
998352000000,4.046
999129600000,4.043
1000080000000,3.966
1000857600000,3.597
1001635200000,3.496
1002585600000,3.372
1003363200000,3.399
1004313600000,3.282
1005091200000,3.043
1005868800000,3.328
1006819200000,3.309
1007596800000,3.341
1008547200000,3.334
1009497600000,3.341
1010620800000,3.45
1011571200000,3.486
1012348800000,3.572
1013126400000,3.572
1014076800000,3.588
1014854400000,3.613
1015804800000,3.774
1016582400000,3.835
1017705600000,3.994
1018483200000,3.898
1019433600000,3.832
1020297600000,3.771
1021248000000,3.924
1022025600000,3.971
1022803200000,3.963
1023753600000,3.925
1024531200000,3.833
1025481600000,3.723
1026259200000,3.72
1027036800000,3.62
1027987200000,3.563
1028764800000,3.35
1029715200000,3.497
1030492800000,3.49
1031270400000,3.223
1032220800000,3.255
1032998400000,3.169
1033948800000,3.001
1034726400000,3.23
1035504000000,3.148
1036454400000,3.072
1037232000000,2.965
1038182400000,3.017
1038960000000,2.976
1039737600000,2.849
1040688000000,2.819
1041897600000,2.752
1042675200000,2.722
1043625600000,2.645
1044403200000,2.609
1045180800000,2.489
1046131200000,2.38
1046908800000,2.353
1047859200000,2.429
1048636800000,2.468
1049414400000,2.409
1050364800000,2.542
1051488000000,2.409
1052352000000,2.303
1053302400000,2.207
1054080000000,2.17
1054857600000,2.009
1055808000000,1.965
1056585600000,2.024
1057536000000,2.036
1058313600000,2.115
1059091200000,2.101
1060041600000,2.263
1060819200000,2.273
1061769600000,2.307
1062547200000,2.384
1063324800000,2.3
1064275200000,2.185
1065052800000,2.132
1066003200000,2.283
1066780800000,2.349
1067558400000,2.386
1068508800000,2.474
1069286400000,2.329
1070236800000,2.503
1071014400000,2.41
1071792000000,2.322
1073001600000,2.275
1073952000000,2.189
1074729600000,2.175
1075680000000,2.251
1076457600000,2.187
1077235200000,2.159
1078185600000,2.119
1078963200000,2.091
1079913600000,2.025
1080691200000,1.983
1081814400000,2.143
1082592000000,2.189
1083542400000,2.23
1084320000000,2.309
1085097600000,2.313
1086048000000,2.332
1086825600000,2.386
1087776000000,2.448
1088640000000,2.387
1089590400000,2.332
1090368000000,2.365
1091145600000,2.387
1092096000000,2.284
1092873600000,2.285
1093824000000,2.304
1094601600000,2.427
1095379200000,2.372
1096329600000,2.37
1097107200000,2.388
1098057600000,2.282
1098835200000,2.28
1099612800000,2.323
1100563200000,2.329
1101340800000,2.303
1102291200000,2.261
1103068800000,2.264
1103846400000,2.33
1104796800000,2.351
1105574400000,2.329
1106524800000,2.287
1107302400000,2.285
1108080000000,2.281
1109030400000,2.326
1109808000000,2.336
1110758400000,2.308
1111536000000,2.395
1112659200000,2.327
1113436800000,2.272
1114387200000,2.226
1115164800000,2.184
1115942400000,2.193
1116892800000,2.204
1117670400000,2.123
1118620800000,2.101
1119398400000,2.065
1120176000000,2.091
1121126400000,2.164
1121904000000,2.185
1122854400000,2.221
1123632000000,2.258
1124409600000,2.188
1125360000000,2.224
1126137600000,2.179
1127088000000,2.229
1127865600000,2.276
1128643200000,2.384
1129593600000,2.424
1130371200000,2.505
1131321600000,2.639
1132099200000,2.684
1132876800000,2.712
1133827200000,2.714
1134604800000,2.786
1135555200000,2.843
1136332800000,2.829
1137110400000,2.818
1138060800000,2.853
1138838400000,2.916
1139788800000,2.907
1140566400000,2.912
1141344000000,3.045
1142294400000,3.092
1143072000000,3.129
1144022400000,3.254
1144800000000,3.173
1145923200000,3.221
1146787200000,3.321
1147737600000,3.301
1148515200000,3.272
1149465600000,3.357
1150243200000,3.324
1151020800000,3.437
1151971200000,3.506
1152748800000,3.551
1153699200000,3.537
1154476800000,3.534
1155254400000,3.619
1156204800000,3.657
1156982400000,3.625
1157932800000,3.73
1158710400000,3.751
1159488000000,3.716
1160438400000,3.772
1161216000000,3.787
1162166400000,3.856
1162944000000,3.878
1163721600000,3.894
1164672000000,3.845
1165449600000,3.841
1166400000000,3.942
1167177600000,4.003
1168214400000,4.047
1168992000000,4.058
1169769600000,4.09
1170720000000,4.056
1171497600000,4.101
1172448000000,4.111
1173225600000,4.052
1174003200000,4.105
1174953600000,4.154
1175731200000,4.211
1176681600000,4.271
1177459200000,4.274
1178236800000,4.32
1179187200000,4.345
1179964800000,4.413
1180915200000,4.485
1181692800000,4.523
1182470400000,4.518
1183420800000,4.526
1184198400000,4.582
1185148800000,4.557
1185926400000,4.522
1186704000000,4.633
1187654400000,4.676
1188432000000,4.757
1189382400000,4.713
1190160000000,4.689
1190937600000,4.726
1191888000000,4.692
1192665600000,4.652
1193616000000,4.575
1194393600000,4.599
1195171200000,4.576
1196121600000,4.626
1196899200000,4.718
1197849600000,4.885
1198800000000,4.754
1199836800000,4.651
1200614400000,4.421
1201564800000,4.36
1202342400000,4.332
1203292800000,4.355
1204070400000,4.39
1204848000000,4.491
1205798400000,4.647
1206576000000,4.731
1207526400000,4.75
1208304000000,4.78
1209081600000,4.964
1210118400000,4.96
1210896000000,4.988
1211846400000,5.05
1212624000000,5.125
1213574400000,5.436
1214352000000,5.418
1215129600000,5.395
1216080000000,5.374
1216857600000,5.409
1217808000000,5.359
1218585600000,5.311
1219363200000,5.321
1220313600000,5.33
1221091200000,5.337
1222041600000,5.44
1222819200000,5.505
1223596800000,5.489
1224547200000,5.112
1225324800000,4.916
1226275200000,4.532
1227052800000,4.219
1227830400000,3.951
1228780800000,3.61
1229558400000,3.29
1230681600000,3.049
1231718400000,2.782
1232496000000,2.474
1233273600000,2.273
1234224000000,2.177
1235001600000,2.085
1235952000000,2.025
1236729600000,1.932
1237507200000,1.866
1238457600000,1.812
1239235200000,1.782
1240358400000,1.766
1241395200000,1.718
1242172800000,1.636
1242950400000,1.622
1243900800000,1.624
1244678400000,1.666
1245628800000,1.597
1246406400000,1.497
1247184000000,1.433
1248134400000,1.382
1248912000000,1.364
1249862400000,1.354
1250640000000,1.33
1251417600000,1.311
1252368000000,1.274
1253145600000,1.256
1254096000000,1.235
1254873600000,1.225
1255651200000,1.251
1256601600000,1.246
1257379200000,1.237
1258329600000,1.222
1259107200000,1.235
1259884800000,1.239
1260835200000,1.248
1261612800000,1.241
1262736000000,1.246
1263513600000,1.228
1264464000000,1.22
1265241600000,1.228
1266192000000,1.224
1266969600000,1.226
1267747200000,1.216
1268697600000,1.217
1269475200000,1.212
1270425600000,1.214
1271203200000,1.226
1271980800000,1.226
1272931200000,1.24
1273708800000,1.243
1274659200000,1.259
1275436800000,1.266
1276214400000,1.271
1277164800000,1.292
1277942400000,1.32
1278892800000,1.356
1279670400000,1.398
1280448000000,1.417
1281398400000,1.428
1282176000000,1.424
1283126400000,1.415
1283904000000,1.413
1284681600000,1.427
1285632000000,1.424
1286409600000,1.472
1287360000000,1.492
1288137600000,1.537
1288915200000,1.543
1289865600000,1.545
1290643200000,1.533
1291593600000,1.524
1292371200000,1.531
1293148800000,1.521
1294099200000,1.504
1294876800000,1.513
1295827200000,1.586
1296604800000,1.666
1297382400000,1.714
1298332800000,1.739
1299110400000,1.78
1300060800000,1.94
1300838400000,1.949
1301616000000,2.013
1302566400000,2.093
1303344000000,2.126
1304467200000,2.157
1305244800000,2.141
1306195200000,2.15
1306972800000,2.137
1307923200000,2.139
1308700800000,2.148
1309478400000,2.172
1310428800000,2.178
1311206400000,2.177
1312156800000,2.177
1312934400000,2.083
1313712000000,2.066
1314662400000,2.085
1315440000000,2.067
1316390400000,2.064
1317168000000,2.075
1317945600000,2.1
1318896000000,2.117
1319673600000,2.119
1320624000000,2.039
1321401600000,2.021
1322179200000,2.042
1323129600000,2.04
1323907200000,2.001
1324857600000,1.988
1325635200000,1.918
1326412800000,1.842
1327363200000,1.784
1328140800000,1.737
1329091200000,1.691
1329868800000,1.648
1330646400000,1.584
1331596800000,1.519
1332374400000,1.455
1333324800000,1.41
1334275200000,1.381
1335225600000,1.342
1336089600000,1.288
1337040000000,1.272
1337817600000,1.25
1338768000000,1.224
1339545600000,1.224
1340323200000,1.212
1341273600000,1.21
1342051200000,1.066
1343001600000,1
1343779200000,0.937
1344556800000,0.903
1345507200000,0.86
1346284800000,0.812
1347235200000,0.766
1348012800000,0.728
1348790400000,0.684
1349740800000,0.662
1350518400000,0.643
1351468800000,0.624
1352246400000,0.597
1353024000000,0.583
1353974400000,0.58
